objectid,image_id,title,creator,date,date_full,description,subject,attendees,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
council_035,img_2550,24 September 1540,,1540-09-24,1540-09-24,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Ampthill,52.03475652,-0.5075239582,"The National Archives, England, PC 2/1 f.35",,Text,,,,,transcriptions,/objects/img_2550.jpg,/objects/small/img_2550_sm.jpg,/objects/thumbs/img_2550_th.jpg,,
council_036,img_2551,25 September 1540 - 26 September 1540,,1540-09-25,1540-09-25 ; 1540-09-26,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Ampthill,52.03475652,-0.5075239582,"The National Archives, England, PC 2/1 f.36",,Text,,,,,transcriptions,/objects/img_2551.jpg,/objects/small/img_2551_sm.jpg,/objects/thumbs/img_2551_th.jpg,,
council_037,img_2552,26 September 1540 - 27 September 1540 - 28 September 1540,,1540-09-26,1540-09-26 ; 1540-09-27 ; 1540-09-28,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich;",Ampthill,52.03475652,-0.5075239582,"The National Archives, England, PC 2/1 f.37",,Text,,,,,transcriptions,/objects/img_2552.jpg,/objects/small/img_2552_sm.jpg,/objects/thumbs/img_2552_th.jpg,,
council_038,img_2553,29 September 1540,,1540-09-29,1540-09-29,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Ampthill,52.03475652,-0.5075239582,"The National Archives, England, PC 2/1 f.38",,Text,,,,,transcriptions,/objects/img_2553.jpg,/objects/small/img_2553_sm.jpg,/objects/thumbs/img_2553_th.jpg,,
council_039,img_2554,30 September 1540 - 1 October 1540,,1540-09-30,1540-09-30 ; 1540-10-01,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",Ampthill; Dunstable,51.88628651,-0.5174332655,"The National Archives, England, PC 2/1 f.39",,Text,,,,,transcriptions,/objects/img_2554.jpg,/objects/small/img_2554_sm.jpg,/objects/thumbs/img_2554_th.jpg,,
council_040,img_2555,1 October 1540 - 2 October 1540,,1540-10-01,1540-10-01 ; 1540-10-02,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton",Dunstable,51.88628651,-0.5174332655,"The National Archives, England, PC 2/1 f.40",,Text,,,,,transcriptions,/objects/img_2555.jpg,/objects/small/img_2555_sm.jpg,/objects/thumbs/img_2555_th.jpg,,
council_041,img_2556,3 October 1540,,1540-10-03,1540-10-03,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Richard Rich, Baron Rich",St Albans,51.7502397,-0.3420959511,"The National Archives, England, PC 2/1 f.41",,Text,,,,,transcriptions,/objects/img_2556.jpg,/objects/small/img_2556_sm.jpg,/objects/thumbs/img_2556_th.jpg,,
council_042,img_2557,5 October 1540,,1540-10-05,1540-10-05,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.42",,Text,,,,,transcriptions,/objects/img_2557.jpg,/objects/small/img_2557_sm.jpg,/objects/thumbs/img_2557_th.jpg,,
council_043,img_2558,6 October 1540 - 7 October 1540,,1540-10-06,1540-10-06 ; 1540-10-07,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir Anthony Browne; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.43",,Text,,,,,transcriptions,/objects/img_2558.jpg,/objects/small/img_2558_sm.jpg,/objects/thumbs/img_2558_th.jpg,,
council_044,img_2559,7 October 1540,,1540-10-07,1540-10-07,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.44",,Text,,,,,transcriptions,/objects/img_2559.jpg,/objects/small/img_2559_sm.jpg,/objects/thumbs/img_2559_th.jpg,,
council_045,img_2560,7 October 1540,,1540-10-07,1540-10-07,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.45",,Text,,,,,transcriptions,/objects/img_2560.jpg,/objects/small/img_2560_sm.jpg,/objects/thumbs/img_2560_th.jpg,,
council_046,img_2561,7 October 1540,,1540-10-07,1540-10-07,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.46",,Text,,,,,transcriptions,/objects/img_2561.jpg,/objects/small/img_2561_sm.jpg,/objects/thumbs/img_2561_th.jpg,,
council_047,img_2562,7 October 1540 - 8 October 1540,,1540-10-07,1540-10-07 ; 1540-10-08,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; John Russell, Earl of Bedford; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.47",,Text,,,,,transcriptions,/objects/img_2562.jpg,/objects/small/img_2562_sm.jpg,/objects/thumbs/img_2562_th.jpg,,
council_048,img_2563,9 October 1540 - 10 October 1540 - 11 October 1540,,1540-10-09,1540-10-09 ; 1540-10-10 ; 1540-10-11,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.48",,Text,,,,,transcriptions,/objects/img_2563.jpg,/objects/small/img_2563_sm.jpg,/objects/thumbs/img_2563_th.jpg,,
council_049,img_2564,11 October 1540,,1540-10-11,1540-10-11,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.49",,Text,,,,,transcriptions,/objects/img_2564.jpg,/objects/small/img_2564_sm.jpg,/objects/thumbs/img_2564_th.jpg,,
council_050,img_2565,11 October 1540 - 12 October 1540,,1540-10-11,1540-10-11 ; 1540-10-12,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Edward Seymour, Duke of Somerset, Lord Protector; Sir Thomas Cheyne; Sir Anthony Browne; Sir Ralph Sadler; Edward Seymour, Duke of Somerset, Lord Protector; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.50",,Text,,,,,transcriptions,/objects/img_2565.jpg,/objects/small/img_2565_sm.jpg,/objects/thumbs/img_2565_th.jpg,,
council_051,img_2566,12 October 1540 - 13 October 1540,,1540-10-12,1540-10-12 ; 1540-10-13,"Privy Council Register, 1540-1543",,"Edward Seymour, Duke of Somerset, Lord Protector; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler; Edward Seymour, Duke of Somerset, Lord Protector; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.51",,Text,,,,,transcriptions,/objects/img_2566.jpg,/objects/small/img_2566_sm.jpg,/objects/thumbs/img_2566_th.jpg,,
council_052,img_2567,14 October 1540,,1540-10-14,1540-10-14,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.52",,Text,,,,,transcriptions,/objects/img_2567.jpg,/objects/small/img_2567_sm.jpg,/objects/thumbs/img_2567_th.jpg,,
council_053,img_2568,15 October 1540,,1540-10-15,1540-10-15,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.53",,Text,,,,,transcriptions,/objects/img_2568.jpg,/objects/small/img_2568_sm.jpg,/objects/thumbs/img_2568_th.jpg,,
council_054,img_2569,15 October 1540 - 16 October 1540 - 17 October 1540 - 18 October 1540,,1540-10-15,1540-10-15 ; 1540-10-16 ; 1540-10-17 ; 1540-10-18,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.54",,Text,,,,,transcriptions,/objects/img_2569.jpg,/objects/small/img_2569_sm.jpg,/objects/thumbs/img_2569_th.jpg,,
council_055,img_2570,18 October 1540,,1540-10-18,1540-10-18,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.55",,Text,,,,,transcriptions,/objects/img_2570.jpg,/objects/small/img_2570_sm.jpg,/objects/thumbs/img_2570_th.jpg,,
council_056,img_2571,18 October 1540 - 19 October 1540,,1540-10-18,1540-10-18 ; 1540-10-19,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler",Moore,51.63547678,-0.4362385379,"The National Archives, England, PC 2/1 f.56",,Text,,,,,transcriptions,/objects/img_2571.jpg,/objects/small/img_2571_sm.jpg,/objects/thumbs/img_2571_th.jpg,,
council_057,img_2572,21 October 1540,,1540-10-21,1540-10-21,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.57",,Text,,,,,transcriptions,/objects/img_2572.jpg,/objects/small/img_2572_sm.jpg,/objects/thumbs/img_2572_th.jpg,,
council_058,img_2573,21 October 1540 - 22 October 1540 - 23 October 1540,,1540-10-21,1540-10-21 ; 1540-10-22 ; 1540-10-23,"Privy Council Register, 1540-1543",,"William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.58",,Text,,,,,transcriptions,/objects/img_2573.jpg,/objects/small/img_2573_sm.jpg,/objects/thumbs/img_2573_th.jpg,,
council_059,img_2574,24 October 1540 - 25 October 1540,,1540-10-24,1540-10-24 ; 1540-10-25,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Audley, Baron Audley of Walden; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.59",,Text,,,,,transcriptions,/objects/img_2574.jpg,/objects/small/img_2574_sm.jpg,/objects/thumbs/img_2574_th.jpg,,
council_060,img_2575,26 October 1540,,1540-10-26,1540-10-26,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.60",,Text,,,,,transcriptions,/objects/img_2575.jpg,/objects/small/img_2575_sm.jpg,/objects/thumbs/img_2575_th.jpg,,
council_061,img_2576,29 October 1540 - 30 October 1540,,1540-10-29,1540-10-29 ; 1540-10-30,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.61",,Text,,,,,transcriptions,/objects/img_2576.jpg,/objects/small/img_2576_sm.jpg,/objects/thumbs/img_2576_th.jpg,,
council_062,img_2577,31 October 1540 - 1 November 1540,,1540-10-31,1540-10-31 ; 1540-11-01,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir Anthony Browne; Sir Anthony Wingfield; Sir Ralph Sadler; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.62",,Text,,,,,transcriptions,/objects/img_2577.jpg,/objects/small/img_2577_sm.jpg,/objects/thumbs/img_2577_th.jpg,,
council_063,img_2578,1 November 1540 - 2 November 1540,,1540-11-01,1540-11-01 ; 1540-11-02,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.63",,Text,,,,,transcriptions,/objects/img_2578.jpg,/objects/small/img_2578_sm.jpg,/objects/thumbs/img_2578_th.jpg,,
council_064,img_2580,3 November 1540 - 4 November 1540,,1540-11-03,1540-11-03 ; 1540-11-04,"Privy Council Register, 1540-1543",,"Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Stephen Gardiner, Bishop of Winchester; Sir Thomas Cheyne; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker; Thomas Audley, Baron Audley of Walden; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Stephen Gardiner, Bishop of Winchester; Sir Thomas Cheyne; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Richard Rich, Baron Rich; John Baker",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.64",,Text,,,,,transcriptions,/objects/img_2580.jpg,/objects/small/img_2580_sm.jpg,/objects/thumbs/img_2580_th.jpg,,
council_065,img_2581,5 November 1540 - 6 November 1540,,1540-11-05,1540-11-05 ; 1540-11-06,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.65",,Text,,,,,transcriptions,/objects/img_2581.jpg,/objects/small/img_2581_sm.jpg,/objects/thumbs/img_2581_th.jpg,,
council_066,img_2582,6 November 1540,,1540-11-06,1540-11-06,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.66",,Text,,,,,transcriptions,/objects/img_2582.jpg,/objects/small/img_2582_sm.jpg,/objects/thumbs/img_2582_th.jpg,,
council_067,img_2583,6 November 1540 - 7 November 1540,,1540-11-06,1540-11-06 ; 1540-11-07,"Privy Council Register, 1540-1543",,"Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.67",,Text,,,,,transcriptions,/objects/img_2583.jpg,/objects/small/img_2583_sm.jpg,/objects/thumbs/img_2583_th.jpg,,
council_068,img_2584,7 November 1540,,1540-11-07,1540-11-07,"Privy Council Register, 1540-1544",,"Thomas Howard, Duke of Norfolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Browne; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.68",,Text,,,,,transcriptions,/objects/img_2584.jpg,/objects/small/img_2584_sm.jpg,/objects/thumbs/img_2584_th.jpg,,
council_069,img_2585,8 November 1540 - 9 November 1540 - 10 November 1540,,1540-11-08,1540-11-08 ; 1540-11-09 ; 1540-11-10,"Privy Council Register, 1540-1543",,"Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Thomas Howard, Duke of Norfolk; Charles Brandon, Duke of Suffolk; William FitzWilliam, 1st Earl of Southampton; Robert Radcliffe, Earl of Sussex; John Russell, Earl of Bedford; Bishop Tunstall; Stephen Gardiner, Bishop of Winchester; Sir William Lord Sands; Sir Thomas Cheyne; Sir John Gage; Sir Anthony Wingfield; Thomas Wriothesley, Earl of Southampton; Sir Ralph Sadler; Bishop Tunstall; Sir William Lord Sands; Sir John Gage; Thomas Wriothesley, Earl of Southampton",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.69",,Text,,,,,transcriptions,/objects/img_2585.jpg,/objects/small/img_2585_sm.jpg,/objects/thumbs/img_2585_th.jpg,,
council_070,img_2586,11 November 1540 - 12 November 1540,,1540-11-11,1540-11-11 ; 1540-11-12,"Privy Council Register, 1540-1543",,"Bishop Tunstall; Sir William Lord Sands; Sir John Gage; Thomas Wriothesley, Earl of Southampton; Bishop Tunstall; Sir William Lord Sands; Thomas Wriothesley, Earl of Southampton",Windsor,51.48428151,-0.604467073,"The National Archives, England, PC 2/1 f.70",,Text,,,,,transcriptions,/objects/img_2586.jpg,/objects/small/img_2586_sm.jpg,/objects/thumbs/img_2586_th.jpg,,
